"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"PTTG1",11.00549001,10.58274872,10.68115215,11.02043755,10.9222141,10.9537122,10.36763294,10.94343334,10.68073979,10.622746,10.59228677,10.17745805,10.18853486,10.97621705,10.48750132,10.32284887,10.3548095,10.27724448,10.15938942,10.06538406,9.992400142
"IL32",9.293976533,9.978047778,10.00072902,9.555211291,9.639731666,9.50738523,10.13525662,9.534564687,10.16143419,9.529194193,9.86836853,10.16650881,10.39981206,9.782817105,9.58353404,9.675960311,9.709406209,9.777726905,9.574726076,10.0755369,9.848458874
"CCPG1",6.274028597,6.132593849,6.172336827,6.448491517,6.443578007,6.109820951,6.012622124,6.307961272,5.735382215,6.338620006,6.491581881,6.98042752,6.532026807,6.670865994,6.929325929,5.960158098,5.649424846,5.880936816,5.949202585,6.879091128,6.921552174
"TBRG4",4.148997187,4.371811566,4.166280546,4.165822059,4.187328412,4.066666938,4.028706406,4.103034183,4.099953725,4.171531913,4.175643749,4.006631164,4.174409903,4.124012922,4.085895587,4.151828637,3.964450855,4.221371612,4.313457916,4.410119763,4.334995706
"PNMA1",9.579454142,9.871703262,9.587542864,9.593924411,9.781540741,9.408485334,9.745782543,9.378350499,9.664685,9.701029465,9.161751458,9.414193673,9.428529747,9.364634553,9.346013332,9.871569369,9.949545742,9.457784613,9.899470039,9.514158534,9.579454142
"NOG",3.069428457,3.075677294,2.998178466,3.947271957,3.689340395,6.193451141,4.989168671,6.457118473,4.553608233,6.913772841,3.805083291,3.947271957,3.384606322,5.463976024,5.632112109,2.900959362,3.225163422,5.873554028,4.469335715,3.856196564,3.305604693
"MSC",3.688327312,3.990934173,3.97486359,3.709482066,4.108705211,3.731402586,3.764046248,3.564733572,3.879903605,4.214305024,3.702723477,4.038510789,3.921852165,3.873758785,4.058624828,3.870982545,3.833957195,3.99979718,4.195729357,3.449834208,3.83375121
"GCNT3",4.531532805,4.749967584,4.337739559,4.499821554,4.493265176,4.458286403,4.642860864,4.666096123,4.553685591,4.401025906,4.828608955,4.49764926,4.673720231,4.684423169,4.49764926,4.6581808,4.584600694,5.037534923,4.380866866,4.342160937,4.553685591
"UBE2L6",9.470645753,8.8915134,8.402715484,8.112014717,7.840186537,9.632145248,8.833991569,7.861823881,8.271352922,7.869738955,9.288266162,8.641659669,8.232321601,7.906649878,7.468396751,9.106670914,8.490486418,9.321353095,8.317901634,8.618093087,8.145799006
"DHRS3",7.133806796,7.639065804,7.014406751,6.823754406,7.122099709,6.83652473,7.556668442,7.010425119,6.96040204,7.228688068,7.123353297,7.815065985,7.280744512,7.110533785,7.476307419,6.855258785,7.188620694,6.545820664,7.130255527,6.768974915,6.975259152
"RPS6KA5",5.637992588,6.279555055,6.462411337,5.731199368,6.076360066,5.688513952,6.476377534,5.495870573,6.764258085,6.81352496,5.116579713,5.56837817,6.0585808,5.262190653,5.637992588,5.565559428,6.722911602,5.34017485,6.891448417,5.215011738,5.899325289
"NUMBL",7.738706881,8.182912553,7.961882887,8.122569301,8.343514784,7.620174643,8.040922644,7.699130867,7.76357808,8.28176379,7.938446888,8.114734407,7.998203111,8.185120618,8.543243695,7.810124491,8.367370864,8.022190174,8.198224209,8.025545383,8.408138153
"CACNA2D2",4.968842297,4.895097823,5.06552398,4.683344829,4.732008995,4.730065405,5.08137472,4.670713347,5.169914955,5.211334348,5.240225039,5.146806597,4.985211151,4.801123839,4.738208419,4.76744735,5.164564669,4.895097823,4.789281092,4.913277489,4.736860747
"AIMP1",8.226621164,7.606715976,7.571314089,7.952791914,7.743103975,8.169777625,7.499101396,8.031904632,7.612362446,7.713702532,8.423022059,7.882497793,8.250517705,8.454943357,8.140048008,8.091867793,7.798992269,8.143453438,8.005012404,8.634094586,8.286419922
"TSPOAP1",4.250979788,4.292688852,4.304612125,4.469636677,4.590357928,4.44575517,4.230429358,4.103668397,4.381506089,4.245586022,4.532737832,4.166711564,4.458511602,4.496233871,4.860867409,4.274222846,4.379264694,4.525186229,4.193906305,4.273198239,4.117728519
"MFHAS1",7.536205708,8.009888741,8.053483255,7.333192589,7.524638461,7.205005369,7.851760649,7.594666358,8.140285939,7.574230187,7.367853137,7.723924829,8.156411171,7.174706507,7.015699973,8.441691474,8.779178258,8.142764315,8.749203105,8.091660574,8.575388842
"PDLIM7",6.754310723,7.407409771,7.997576011,7.074620876,7.625856666,6.499603994,7.385675916,7.041472188,7.953319819,7.576783397,6.472311347,7.019532638,7.61521361,7.370538849,7.440983444,6.994875624,7.915748946,6.955011273,7.743244047,6.724429306,7.234753681
"MAPKAPK2",7.931229875,8.058284639,7.967717308,7.04493833,6.813764824,7.837119465,8.239374813,7.40121661,8.167948494,7.179723528,8.128459076,8.563110005,8.364066055,7.344549843,6.939579882,7.935215276,8.018409252,8.001578978,8.049705737,8.266763121,8.29720673
"STK17B",6.912729297,6.239451814,7.298409812,7.43777293,6.90347391,6.958413853,6.258846691,7.6741255,7.263287181,6.80774724,6.702445832,5.722752396,7.22945121,7.630802668,7.28695486,7.14686031,6.697504234,7.306321238,7.025176397,7.12720945,6.658762584
"STK17A",9.475325243,10.27526757,9.263614547,9.386843746,9.928389842,9.41040266,10.02792418,9.245367202,9.1816417,9.786015458,8.815472207,9.346160918,8.53644188,8.754115218,8.821671139,9.280967141,9.5528465,9.057955476,9.663960363,8.443740633,8.7080386
"CYTH3",6.761958482,7.011365339,7.070204804,6.957475298,6.692516894,6.793201679,7.009025224,6.511109009,6.991415521,6.812033055,6.793316022,6.940519034,7.084206348,6.826110312,6.649743544,7.322394342,7.318936139,6.981848922,7.288456387,7.476354076,7.165942095
"CYTH2",8.099294962,8.643295581,8.439642206,8.333356149,8.725027807,8.404006495,8.871581694,8.619964738,8.797358757,8.891215314,8.481769952,8.96417459,8.728517697,8.67362463,8.909476979,7.964853238,8.410812529,8.39191642,8.779117025,8.25190418,8.64831893
"CYTH1",6.146264813,6.061366683,6.703429577,5.953286217,5.592970842,6.813879559,6.116535325,6.121494155,6.394322149,5.645031191,6.770825479,6.111871105,6.740951456,6.078142293,5.757008909,6.052978167,5.830131908,6.554588493,5.799121313,6.145183649,5.836046707
"ITGB1BP1",6.913165948,5.444090872,6.306326456,7.473817455,6.062521697,6.629702236,5.527041486,7.256956286,6.423897986,5.959679974,7.168151915,5.962750503,6.330510907,8.10116908,6.423897986,7.168511685,5.611291237,6.920587667,5.474694803,7.260081328,5.712515697
"PIWIL1",3.120863563,3.167376278,3.165351433,3.05582161,3.350310237,3.164803715,3.233050868,3.198099477,3.167376278,3.102636111,3.338668094,3.256767822,3.149186013,3.130862184,3.487265743,2.983652333,3.369087215,3.161087924,3.167376278,3.136564894,3.167376278
"BCL7C",8.269711975,9.133575149,9.159626213,8.670079949,9.659702614,8.283587613,8.966339139,8.652144747,9.176727811,9.641112899,8.121453654,9.056170988,9.014553625,8.817024301,9.400424091,8.355464165,9.223985722,8.320336759,8.974596829,8.550076176,8.96922054
"BCL7B",8.183256328,8.012589839,7.923737583,7.710865197,7.250844771,8.195624098,8.021775576,7.835116146,8.06493837,7.440523074,8.043135778,7.987497441,8.043483159,7.801662931,7.213621952,8.01680559,7.758847558,7.914927605,7.758672093,7.999411737,7.684177216
"COPB2",10.89950144,10.76011869,10.77571223,10.90417284,10.82268071,10.87695218,10.62221688,10.76180706,10.68259437,10.64434547,11.00442629,11.19143856,11.09878184,11.03973037,10.99609969,10.86445728,10.71878268,10.74261955,10.74745941,11.14218337,11.05456556
"WDR46",7.804478461,7.713992006,7.796916191,7.891071662,7.897499521,8.019062192,7.528757754,7.846205506,7.80620425,7.845296106,8.000723166,7.729362863,7.734294407,8.126318547,7.828677223,7.843708442,7.780282003,7.841137294,7.615424366,8.032303253,7.608396581
"ZBTB22",6.470350405,6.77959625,6.672035936,6.286131766,6.470350405,6.144960081,6.765084685,6.089559357,6.51842018,6.501540043,6.299463084,6.676164853,6.530296073,6.153668676,6.385520372,6.368599239,6.717538713,6.447392778,6.658497539,6.516524976,6.460744616
"MED14",7.210571005,7.076783497,6.843438245,7.342062286,7.505623801,6.961953468,6.991519805,7.142314458,6.716596483,7.45234344,6.76200031,6.807223577,6.578926874,7.208356404,7.549844808,6.727886322,6.554682991,6.214918678,6.757525198,6.745463032,6.764311488
"NPIPA1",9.548975093,9.263691245,8.882349422,9.564212958,9.090621468,9.188208254,9.395003366,9.444119046,9.115786699,9.270815592,9.376550276,9.121928864,8.870351872,9.403056226,8.950698628,9.750337206,9.371569122,9.381641067,9.398525273,9.62979365,8.981694031
"ADGRG1",6.337338208,5.931976673,6.357077285,6.36066062,5.468769059,6.192693381,5.530249313,6.337400114,6.35233484,5.420173847,6.434745069,5.903130949,6.132808571,6.080669017,5.314086738,6.12619431,5.527231506,6.099656937,5.362848229,6.001211595,5.225721438
"S1PR2",5.55218925,5.735344293,5.529554541,5.234964837,5.575688283,5.312294443,5.263927438,5.344662101,5.664733127,5.324915288,5.388629662,5.461371871,5.550454326,4.925841905,5.669806992,5.369927002,6.061329428,5.737111171,5.715765642,5.550454326,5.680030287
"SRSF11",3.779871555,3.935887611,4.322759085,3.746238231,3.588382307,3.908210429,4.244444372,3.599319029,3.851789822,3.410462974,3.516670443,3.474980955,3.866368287,3.593050801,3.679027481,3.841668411,3.76547688,3.903112784,4.19405047,3.840905611,4.153528617
"ATP6V1F",10.8714941,10.98698723,10.84772514,10.85527273,11.05861906,10.89716761,10.8035272,10.87951174,10.80724674,10.89227316,11.16207666,11.00598721,10.7915073,11.07892305,11.16188851,10.6902521,10.75087692,10.82056037,10.72431792,10.90232739,10.82161766
"SOCS6",5.120837908,5.016041792,5.410031615,5.388915953,5.638386373,6.56449921,5.945900688,6.504733023,5.931156918,6.275719665,5.925850317,5.714611034,5.655182615,6.223703784,6.610233276,5.19197342,5.055452382,6.170918592,5.783729061,5.837035591,6.036382997
"CD83",5.368707018,5.468300718,5.269409892,5.369327778,5.448786977,6.731586509,7.16391129,5.897636713,6.287849751,5.536328726,6.648365121,6.780563459,7.052590345,6.009760274,6.149412466,5.512292753,5.129144622,6.703944219,5.931492262,6.267857296,6.043495399
"ZNF235",5.463161045,5.547656927,5.500669311,5.648890798,5.830398356,5.411930777,5.543844303,5.300833782,5.180938435,5.60292703,5.259662608,5.547587937,5.434064871,5.539018966,5.58611631,5.507549342,5.726259949,5.287395485,5.388271001,5.547062342,5.310950207
"KCNB2",3.408600578,3.488418152,3.398048098,3.48659697,3.28130419,3.298360924,3.326313712,3.517420004,3.472747749,3.193262971,3.374266765,3.355695568,3.211836106,3.353664824,3.246129243,3.313078995,3.409073314,3.198923247,3.19610996,3.356049913,3.246129243
"KLF4",5.773709966,6.212993292,5.873939255,6.356043177,6.498064455,9.571635026,10.16863547,10.0501103,9.625919749,11.13131115,6.468588108,6.777964796,6.974656673,8.100828166,8.916804741,6.797346582,7.090510209,10.47756743,11.29992363,8.013366287,8.563339573
"NREP",7.178546753,6.748731221,7.607167902,7.347901426,7.154373534,6.605204289,7.389159174,6.806607219,6.862734187,7.107666733,6.732284582,6.039997865,6.674045256,6.999434567,6.739743404,7.536464437,7.648670539,6.926793841,7.778985212,7.150136311,6.533896209
"PTER",3.974157344,4.486326841,4.917371492,4.391704769,4.812874754,4.256380508,4.062813634,3.916267116,4.79018865,5.03824581,3.658893552,3.341271464,4.216849884,3.95674718,3.854951616,3.732012908,3.92387132,3.484564202,4.016116504,3.609507213,3.026253794
"COPS2",11.39158073,11.43330892,11.28205525,11.27695629,11.19732183,11.35715136,11.32940952,11.21061204,11.11514431,11.20616304,11.15975997,11.07563848,10.96335583,11.30531473,11.10293515,11.48887871,11.57006636,11.41239167,11.50664064,11.37571702,11.2541945
"TRIP13",8.863695292,8.039288097,8.310601302,9.141225001,8.856629072,8.678983873,7.802214379,8.991840921,8.17948328,8.632437474,8.286200106,7.508569046,7.891501725,9.10666127,8.567727537,8.387992464,8.328282541,8.191375827,8.1083385,8.338081883,7.898541126
"TRIP12",6.607681759,6.16389888,4.84948528,6.533036476,5.975971967,6.656178744,6.645851003,6.742566256,5.192253587,6.611385481,6.3988215,5.837475166,4.812629315,6.867068914,6.251910781,6.454824192,5.930353359,6.648464374,6.453884571,6.685510993,6.031449253
"TRIP11",7.035889548,7.328955413,6.957034068,7.114661657,7.280275035,6.831495949,7.410488377,6.860573703,6.404087452,7.191253856,7.08345921,7.298410173,6.671646319,7.320045127,7.294848656,6.677838078,6.714440753,6.345327867,6.697129668,6.840041945,6.770098475
"TRIP10",7.261192672,7.64180715,7.818991513,7.801104963,8.096827447,7.172454026,7.420276676,7.601085102,7.891206137,7.907030912,6.771066592,7.042072101,7.150433476,7.578084129,7.280569377,7.739455309,7.86344242,7.66192592,7.616015701,7.324090101,7.226446901
"HMGN3",11.46395791,11.39306076,11.10632005,11.17481257,11.26252598,11.32469984,11.3466765,11.02683229,10.99522149,11.24321481,11.11347984,11.10363897,10.91727817,11.02877467,11.14604307,11.52541197,11.52194269,11.40189266,11.56791232,11.35622777,11.38465953
"TRIP4",9.201755538,8.947627857,8.635441295,8.965065225,8.742151229,9.280870771,8.990908079,8.793318451,8.661966848,8.732394323,9.162326922,8.952581555,8.5572953,9.159493015,8.761378842,9.037521018,8.773643848,9.023975417,8.978783859,9.326296364,8.8802473
"ZNHIT3",9.63769118,9.694319663,9.233335792,9.377940617,9.526789362,9.533924421,9.557157079,9.285985228,9.213080973,9.459843892,9.48147516,9.666416901,9.187945742,9.534815981,9.404473891,9.664540768,9.867878095,9.543719393,9.701563908,9.754536176,9.790995021
"GTF3C5",8.253199012,8.593457987,8.501940361,8.357824524,8.672305819,8.149071132,8.574940336,8.224249352,8.442186598,8.685913243,8.141994952,8.447442866,8.289122969,8.411974061,8.592576471,8.365742716,8.873096758,8.181679132,8.676673365,8.186064476,8.419867712
"GTF3C4",7.331385454,7.508286941,7.283195984,7.648369398,7.688400921,6.893685234,7.270381257,7.157004735,6.889503846,7.604823242,6.802335076,7.168989156,7.136682591,7.525011182,7.520962693,7.849281762,7.974911847,7.402125675,7.56007446,7.520196628,7.463240113
"GTF3C3",9.160629267,9.362260143,9.067652446,8.819003161,8.660329238,9.152830567,9.243631799,8.450113495,9.035287371,8.565868774,9.177458021,9.215567892,8.828782816,8.760440962,8.675396252,9.196994742,9.29441976,8.990373701,9.268608617,9.134675553,9.161602365
"B4GALT6",6.30208084,5.613274457,6.265948087,7.206418435,7.180442912,5.8945482,5.744972881,7.083512227,6.016555709,7.105222423,5.833419013,5.366477397,5.790510204,7.33587806,7.0561019,6.838122019,6.473247608,6.360589228,6.420693848,6.950821278,6.510071859
"TGM5",5.512362105,5.33697062,5.280906858,5.441806741,5.280906858,5.280906858,5.186697936,5.373527831,5.280906858,4.964450407,5.542927962,5.212208003,5.776082363,5.111268078,4.884130827,5.442606093,4.931730838,5.629075908,5.066070715,5.058652723,5.396626319
"B4GALT5",9.973896183,9.310815678,9.302702296,10.21466448,9.355502127,10.02045367,9.469438337,10.17345945,9.245758263,9.414922953,10.66103796,9.688379972,9.80215643,10.59936866,9.492138204,10.01740756,9.382151184,10.05600008,9.267637022,10.68832909,9.735422105
"CNOT8",9.020731078,8.742307303,8.925784344,9.084911152,8.662319136,9.18988992,8.736755745,8.963329111,8.627974856,8.496531919,9.274516405,8.714273227,8.829141076,9.074614624,8.737427227,9.221821744,8.863753044,9.180894208,8.96805009,9.371853705,8.961648209
"TCEAL1",7.927559208,7.51426559,8.12922466,8.39426649,8.262551063,8.048302374,7.320661492,8.417635665,8.151019621,8.055310306,7.975259629,7.465125131,8.023188965,8.615105222,8.53455282,8.508251837,8.038670499,8.263060156,8.170308712,8.30204896,8.13566164
"VAMP3",11.71543172,11.85432787,11.79659818,10.34198958,9.828349534,11.68136354,11.83744369,10.43842993,11.92778104,10.0495456,11.71543172,11.86278565,11.81779299,10.5216729,9.784633992,11.7639655,11.77817963,11.54825958,11.72240259,11.79187212,11.67204153
"SNAP29",5.825876137,5.983988312,5.387593173,5.953487497,6.145779856,5.293364374,5.806943431,5.514117282,5.568167223,6.14436734,5.369016248,5.726372899,5.353033484,5.545540398,5.72777449,5.726974075,5.973095988,5.190245062,5.875985257,5.646849813,5.16753025
"EFTUD2",10.3597516,10.44334137,10.46303965,9.783094139,9.521172713,10.40908452,10.34783431,9.765073701,10.46486364,9.661660745,10.34980982,10.28773954,10.50836258,9.844344536,9.572273878,10.37812897,10.55842394,10.38279615,10.42677453,10.37081828,10.24400983
"TAOK2",6.594288877,7.552320371,7.105830858,6.450931524,7.026609875,6.2810824,7.595368547,6.397441926,7.22443575,6.726086943,6.704062876,7.233146455,7.297354637,6.452419273,6.667054735,6.44526634,7.141679446,6.281913193,6.785806754,6.735918438,6.775125206
"NDST3",3.142388147,3.094904893,3.049641819,3.153737592,2.908040599,3.180433607,3.195450002,3.074744144,3.270027593,3.002704081,3.094597126,3.239823947,3.153737592,3.197278851,3.267329647,3.304168709,2.965620521,3.461587067,2.933884187,2.888021156,3.222745886
"NHERF2",4.911217334,4.145773409,4.828692467,5.198293721,4.822298857,4.55717525,4.372992413,4.736227722,4.527792559,4.509993559,5.209411558,4.677398603,5.225250471,5.703226014,5.34557295,4.512731877,4.353869879,4.531844971,4.225763915,5.139918245,4.742409558
"TXNL1",4.892311687,4.806497215,5.026185542,5.096387729,5.109541182,4.853726862,4.96068381,4.94662876,4.709918204,5.496226197,5.228867182,5.00657735,4.47859859,5.455329932,5.308483259,5.058945479,5.113034953,5.130470331,5.531370707,4.917307515,5.464474749
"SLIT2",8.22731974,9.006832175,8.181575644,8.833395845,9.750206013,8.184884557,9.092503515,8.564495396,8.392573076,10.03605339,8.10828524,8.730855763,7.96854336,9.095791088,10.19399868,8.305851597,9.158637975,8.319904132,8.967908572,8.472650041,8.732132686
"UBE4A",9.910447547,10.22257008,9.733953387,9.804595018,10.01957427,9.83014293,10.18424746,9.629535476,9.730172961,10.11001059,9.794977275,10.21120233,9.845465419,9.84494512,10.11082534,9.731343092,9.866434272,9.49214304,9.928105468,9.743427359,9.829848185
"ITGBL1",5.896853652,6.368179028,5.558910158,6.220595347,6.064385925,5.946183457,6.154253845,5.983116077,5.421921795,6.050924217,6.037196607,6.242919753,5.438838833,6.351203609,6.581118051,5.441154356,5.104425952,5.316176039,5.196923101,5.949566013,5.940632198
"PPIG",8.800443734,8.251541693,7.866259762,8.973600211,8.275092679,8.821703995,8.336249172,8.892896854,7.622491079,8.383300889,8.751833486,8.043886152,7.566053801,8.835000755,8.180421437,8.821703995,8.485052875,8.770286561,8.458172186,8.743990776,8.04739831
"LONP1",8.525658151,8.478270806,8.172438295,8.3026023,8.352973391,8.34356431,8.371535458,8.171993111,8.213092475,8.479211999,8.412063396,8.667614507,8.344725463,8.481011569,8.432061713,8.627106342,8.864528532,8.386126723,8.675124862,8.90664185,9.087236601
"RAB33A",4.250979788,3.717896589,3.967731853,3.624941568,3.286556456,4.214888354,3.581147272,3.842043591,3.968253714,3.242215703,4.139783884,3.988138021,4.093266282,3.759796213,3.490857918,4.091351369,4.006899713,4.089419797,4.0058346,4.10525358,4.097051681
