"Feature","HUVEC_scr_siRNA_1.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL"
"TPBGL-AS1",4.401843154,4.419137308,4.629029942,4.253775716,3.915479801,4.223185196,4.264037657,4.338092491,4.106360101,4.329997761,4.472785169,4.237573327
"LOC105369391",6.009064912,5.977598927,6.213536735,6.060972623,6.139895995,5.759755758,5.854129447,5.705926586,5.881211214,6.195423452,5.827469262,5.829643065
"LOC105369397",3.032404802,3.238965925,3.230567437,3.236224699,3.120868067,2.955019276,2.861476406,2.922458032,3.263083332,2.987107597,3.515951475,3.020023013
"LOC105369405",4.044407491,3.651338735,3.69333753,3.865817338,3.758537866,4.092447145,3.814525069,4.050807703,4.022732297,3.752202263,3.680882134,4.01346615
"LOC105369406",2.709867745,2.552756312,2.688853802,2.594570892,2.616578882,2.674283756,2.924806549,2.579929054,2.811193106,2.729071698,2.554365181,2.812226016
"LINC02734",1.892933587,2.490528919,2.256990551,1.848806784,2.306598536,2.26902446,2.189644706,2.062094579,2.08077355,2.202547792,1.950149478,2.06626951
"LINC02748",2.331180476,2.460734869,2.432872292,2.006867685,2.400223716,2.152487986,2.334630029,2.511441825,2.934801048,2.529433711,2.315560777,2.223997092
"LINC02756",2.774641276,3.04998428,3.227016122,3.286555456,3.379845221,2.963650321,3.227016122,2.611352498,3.21159182,3.461215602,2.67023999,3.37992947
"LOC105369435",2.813344507,2.807021932,3.455528198,3.062005668,3.260151095,2.944274951,2.849527088,2.934289183,2.765997197,2.88745947,2.944904847,3.175403085
"LINC02700",2.506213677,2.498953512,2.570051009,2.347306636,2.193388423,2.659599809,2.417523703,2.546542857,2.652828984,2.406535472,2.447173167,2.283693421
"LOC105369441",3.840139281,3.565973444,3.362698525,3.752754653,3.82201872,3.652824181,3.872944693,3.32990911,3.712580528,3.689576269,3.760775649,4.047176425
"LINC02553",2.414555393,2.329388656,2.492903652,2.313153908,2.411335917,2.361253486,2.247847897,2.479625039,2.672068608,2.618749767,2.229199635,2.550687708
"LINC02713",2.886608523,3.118319693,2.379892181,2.581251105,3.179094088,2.615443712,2.625981417,3.169965562,2.67720788,2.771589753,2.986775257,2.592391989
"LOC105369455",2.815947983,2.88852763,2.785594406,2.744851788,2.746284177,2.711803073,2.778234901,3.218295558,2.605308342,2.785594406,2.860634467,2.790078905
"PDGFDDN",3.005232466,3.26723876,3.368200239,3.216650312,3.145944783,3.476462636,3.321617734,3.074552209,2.97228001,3.586510855,2.98014351,3.21816215
"LOC105369468",1.777794424,1.832525833,1.967644114,2.443493596,2.137198081,1.87122188,1.938305914,2.25114815,2.141261779,2.263293405,1.758118665,2.092921661
"LOC105369477",3.777449064,3.520463559,3.242780979,3.731085339,3.863368091,4.223081633,3.94333596,3.817938833,3.423171215,3.68062195,3.520926588,3.894751875
"LINC02715",3.025596102,2.806703786,3.221706716,2.969146678,2.775937178,2.803189694,3.046940466,3.284034324,3.07352766,2.880101198,3.19785204,3.240818132
